StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-26 07:04:44,2021-07-26 07:21:35,IP Address,216.250.248.233,100,1010,True,2021-07-26 07:21:36,R_3EhZBkJ4cqVqQ9w,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/a224704870000000,0,0,580.083,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",20.908,32.016,33.723,5,1.143,21.204,21.238,3,0.839,6.856,6.91,3,0,0,2.686,0,0.979,3.915,3.901,2,2.457,6.032,6.987,3,4,4,0.6,2.399,2.437,2,1.435,3.101,4.388,2,4,3,1.045,14.74,14.789,4,1.276,4.281,4.933,4,4,4,0.935,5.343,5.394,2,1.322,4.007,4.583,3,3,3,1.755,5.993,6.038,2,1.275,2.866,3.401,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"3
Neutral","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,0,0,0,0,-0.50,0,0.50,0,q~45,q~42,q~1*2/4*7,q~7*3/7*2,q~2*8/5*3,7204,A3PX6V75SHQ4JP,p~15~10/10*9*2,p~89~3*6*(8-7),2
2021-07-26 07:18:57,2021-07-26 07:21:45,IP Address,223.184.58.146,100,168,True,2021-07-26 07:21:46,R_1H69F1UoWha7CAa,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/d8cf182d48000000,0,0,3.658,0,Male,,25-34,Asian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",1.801,2.353,3.398,3,1.069,15.324,15.367,2,0.627,16.22,16.251,3,0,0,1.385,0,1.11,15.556,15.581,2,0.802,2.267,2.815,3,4,5,0.975,12.254,12.283,3,1.187,3.815,4.78,6,5,4,0.957,10.22,10.251,2,0.704,2.849,3.396,4,3,5,0.865,7.846,7.875,2,1.054,4.811,5.306,9,4,5,0.826,15.824,15.848,2,1.16,2.151,3.128,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","3
Neutral",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,10,10,10,30,0.70,3,1.10,3,q~7+8+10-6,q~11+6+133-5,q~7*2+4*1,q~7*2+7-3,q~8*2+5-3,6956,A21LNC7SH15DN0,p~9*2+10-10,p~8+7-6-3~3*6*(8-7),2
2021-07-26 07:04:54,2021-07-26 07:22:27,IP Address,49.205.84.108,100,1052,True,2021-07-26 07:22:27,R_PHvPdmhtH931TlT,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/83ec982d48000000,0,0,20.643,0,Male,,25-34,Asian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",27.764,33.962,97.719,2,25.483,67.722,67.756,2,1.409,129.842,129.873,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24.263,0,4.342,52.629,52.665,2,6.588,23.7,24.496,8,4,4,4.763,115.403,120.069,3,8.773,12.501,13.514,3,5,4,2.233,70.899,70.963,7,2.824,5,6.266,2,4,4,2.085,113.947,120.078,12,37.884,40.35,41.226,3,5,4,9.204,107.444,120.104,12,4.957,7.083,7.645,2,4,4,No,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,,10,0,10,0,0,20,0.90,0,0,0,q~10+8/(7-6),q,q~(7*2+4)*1,q,q,5946,A119NKB45VOGE5,p~9*2+(10-10),p~6*3*(8-7),1
2021-07-26 07:06:20,2021-07-26 07:22:30,IP Address,96.28.178.96,100,969,True,2021-07-26 07:22:30,R_6McX3Wn0Alfqe2Z,,,,,38.2689971923828125,-85.49340057373046875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/3a31884870000000,0,0,293.583,0,Female,,45-54,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",9.551,9.551,46.076,1,16.877,63.773,63.837,5,2.118,113.127,113.187,10,0,0,9.531,0,1.935,42.169,42.239,2,3.222,6.531,7.339,2,1,5,1.87,43.18,43.251,5,4.353,8.166,10.037,4,2,4,3.604,52.5,52.46,4,1.473,3.547,4.351,2,3,5,4.267,57.667,57.738,8,1.611,4.358,5.39,3,1,4,19.796,65.804,65.864,6,1.49,3.842,5.09,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","5
Very Difficult",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,good,0,0,0,0,0,0,-0.50,0,0.50,0,q~(6+10+8)*7,q~(11+13+6)*5,q~(1+7+2)*4,q~7*3/(7-2),q~(2+5+8)*3,6287,A1YM6AJFOPA3QY,p~2*10/(9-10)~10/10*9*2,p~(3+6+8)*7~3*6*(8-7),2
2021-07-26 07:04:49,2021-07-26 07:22:33,IP Address,183.82.188.158,100,1063,True,2021-07-26 07:22:33,R_3ssLSbSBc7pfKiB,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/812fd82d48000000,0,0,45.631,0,Female,,35-44,Asian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",22.121,31.401,40.121,2,1.752,158.56,158.619,6,0.807,116.735,116.783,3,0,0,67.188,0,0.884,40.237,40.308,2,2.417,9.444,10.763,4,4,4,2.842,73.889,120.032,2,24.517,25.965,61.873,2,4,4,0.558,24.463,24.514,2,1.112,9.331,14.858,4,4,4,0.814,110.743,121.818,9,68.742,71.098,71.686,5,4,4,20.052,35.557,35.612,2,1.161,3.628,4.326,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","3
Neutral",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,,10,0,0,0,10,20,0.30,2,0.90,2,q~10+8/(7-6),q,q~(7*2+4)+1,q,q~2*8+(5-3),7920,A2GU626VQD0OJ9,p~9*2+(10-10),p~6*3*(8-7),2
2021-07-26 07:04:57,2021-07-26 07:22:35,IP Address,49.205.86.178,100,1057,True,2021-07-26 07:22:36,R_2tzmTBH4Exr2kV0,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/9319d82d48000000,0,0,67.06,0,Male,,25-34,Asian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",117.723,117.723,127.748,1,2.038,54.912,54.951,2,1.654,104.09,104.126,3,0,0,101.501,0,1.461,16.462,16.501,2,15.723,21.422,120.098,2,2,3,48.149,87.999,120.014,3,1.845,6.026,10.374,4,3,4,2.294,29.958,29.997,2,1.534,15.579,17.059,10,3,4,1.336,109.693,120.106,15,1.727,3.533,4.7,2,3,4,8.183,29.673,29.711,2,2.638,4.854,6.175,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","3
Neutral",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,,10,0,10,0,10,30,0.70,3,1.10,3,q~10+8/(7-6),q,q~(7*2+4)*1,q,q~2*8+(5-3),3206,A3BT4QRVBGA47H,p~9*2+(10-10),p~6*3*(8-7),2
2021-07-26 07:19:44,2021-07-26 07:22:39,IP Address,198.251.94.53,100,174,True,2021-07-26 07:22:39,R_1gNGbokBTmYe91y,,,,,39.1027069091796875,-94.57779693603515625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/28c79361c8000000,0,0,9.015,0,Female,,25-34,White/ Caucasian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"4
 ",3.423,3.872,5.332,2,3.639,10.182,10.237,3,25.269,29.085,29.123,3,0,0,1.037,0,2.436,6.803,6.821,6,1.088,2.848,3.348,3,4,5,2.972,4.901,4.943,2,2.256,7.268,9.522,4,4,5,3.886,5.086,5.123,2,6.606,9.821,10.143,6,4,5,0.521,2.785,2.825,3,1.442,5.426,5.957,7,4,5,0.897,2.569,2.608,3,1.92,4.533,5.032,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","5
Very Difficult",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,good,0,0,0,0,0,0,-0.70,0,0.50,0,q~tgdh~7452,q~26,q~62,q~62,q~63,3610,A3DUXA3VM003AJ,p~51~10/10*9*2,p~63~3*6*(8-7),2
2021-07-26 07:01:46,2021-07-26 07:22:39,IP Address,154.13.49.192,100,1253,True,2021-07-26 07:22:39,R_3HhHEAHf4ztoEAm,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.5,projects/513998946275/assessments/5076e84870000000,5.151,10.969,14.038,11,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",3.333,116.452,132.288,65,3.544,63.098,63.113,6,3.097,93.096,93.105,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.681,15.231,25.028,8,4.003,39.112,39.124,2,2.661,15.871,17.994,11,3,3,4.513,38.374,38.384,6,2.501,7.955,10.044,9,3,3,2.154,95.892,95.914,9,2.094,110.119,112.505,3,3,3,2.429,96.473,96.489,8,2.486,10.624,13.409,15,3,3,5.484,43.044,43.055,2,2.003,9.446,11.713,13,3,3,Yes,"3
Neutral","3
Neutral",4,"4
 ",Emotional high from answering puzzles correctly,THIS SURVEY IS VERY NICE.,0,0,0,0,0,0,0.50,0,0,0,q~6*7*10-8,q~5*6*13-11,q~4*7*1-2,q~7*7*3-2,q~8*5*3-2,7164,AX4Q4JNWXT3KK,p~2*9/10-10~10/10*9*2,p~3*7/6+8~3*6*(8-7),1
2021-07-26 07:07:03,2021-07-26 07:22:49,IP Address,49.205.81.11,100,945,True,2021-07-26 07:22:50,R_06aj5gAnQyxAkgh,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/4f19d82d48000000,0,0,21.257,0,Male,,25-34,Asian,,Master's or higher degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",168.384,168.384,173.399,1,1.557,146.949,146.993,31,1.02,46.213,46.254,2,0,0,12.268,0,2.935,42.508,42.562,2,4.53,7.489,9.043,2,4,3,3.008,3.008,120.021,1,3.426,10.594,11.576,3,3,3,0.692,38.636,38.685,2,1.846,4.572,5.657,2,3,4,0.914,32.674,120.105,2,4.041,7.61,9.383,2,3,3,1.064,57.789,57.827,4,2.057,3.964,5.089,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ","3
Neutral","4
 ",Knowing that my earnings depend on how many correct responses I submit,"it is very interesting to play ",10,0,10,0,10,30,0.70,3,1.10,3,q~10+8/(7-6),q,q~(7*2+4)*1,q,q~2*8+(5-3),5639,A3CMDYA9USA3MR,p~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+{10-10}~9*2+(10-10),p~6*3*(8-7),2
2021-07-26 07:07:00,2021-07-26 07:22:50,IP Address,216.250.248.248,100,950,True,2021-07-26 07:22:51,R_29hUHc7O2FDJWlM,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/8c02771ba0000000,0,0,43.645,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",29.11,32.51,36.127,2,1.945,396.512,396.546,11,1.576,32.149,32.17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.11,0,1.065,12.25,12.275,2,2.778,5.724,6.344,3,4,4,1.151,11.987,12.026,2,1.958,3.691,4.953,2,4,4,1.037,36.479,36.498,15,1.479,4.811,5.457,5,4,3,21.171,28.227,28.243,2,1.151,4.759,5.473,4,4,4,0.898,4.25,4.275,2,1.029,4.349,5.533,4,4,3,Yes,"4
 ","4
 ",4,"5
A lot of pressure",Emotional high from answering puzzles correctly,GOOD,0,0,0,0,10,10,0.70,0,0,0,q~6*10/7/8,q~11/13*5*6,q~1-1(4-7)~1-1(4-7)~1-1(4-7)~1-1(4-7)~1-1(4-7)~1-1(4-7)~1-2-4+7,q~7+3/7-2,q~2+8+3+5,4759,A28DRH00RNLL0L,p~21~10/10*9*2,p~3*6/7-8~3*6*(8-7),1
2021-07-26 07:15:10,2021-07-26 07:23:34,IP Address,50.231.89.199,100,503,True,2021-07-26 07:23:34,R_Rgo7F6C0ykZV0CR,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/2b1d684870000000,0,0,22.234,0,Male,,25-34,Hispanic,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",20.876,56.929,57.922,4,1.065,37.05,37.104,2,1.601,25.986,26.069,4,3.109,3.109,3.615,1,1.212,15.508,15.673,2,2.628,6.877,8.052,3,3,4,1.217,55.989,56.236,2,2.844,8.49,9.905,3,4,3,1.977,39.515,39.653,2,2.872,6.804,8.08,3,3,4,1.675,60.782,60.986,6,2.707,5.592,7.119,2,3,4,2.607,11.529,11.666,2,2.319,5.163,6.811,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","4
 ","3
Neutral","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,none,0,0,10,10,10,30,0.70,3,1.10,3,q~10+8/7-6,q~13+5,q~7*2+4*1,q~7*2+7-3,q~8+2+3+5,7164,ATCWHB9IXIYP8,p~9*2/(10/10),p~3*6/8-7~3*6/(8-7),2
2021-07-26 07:06:07,2021-07-26 07:23:48,IP Address,49.37.209.192,100,1061,True,2021-07-26 07:23:48,R_3Ptp4CyTKlG2JMw,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/6042d82d48000000,0,0,32.075,0,Male,,25-34,Asian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",6.288,12.063,13.99,3,2.557,26.365,26.411,4,31.34,50.54,50.578,3,0,0,3.661,0,1.582,1.582,120.11,1,224.464,230.171,237.208,3,5,4,1.204,89.541,120.012,6,2.452,4.464,5.72,2,4,4,1.604,51.9,120.109,4,5.901,10.281,11.396,2,4,4,0.73,106.985,120.009,2,1.743,3.674,4.641,2,4,4,1.002,24.73,24.775,2,2.901,5.358,6.078,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,NICE,0,0,0,0,10,10,-0.10,1,0.70,1,q,q,q,q,q~2+8+5+3,6686,A3329OQT52I6TJ,p~31~10/10*9*2,p~112~3*6*(8-7),2
2021-07-26 07:11:17,2021-07-26 07:23:50,IP Address,166.180.251.252,100,752,True,2021-07-26 07:23:50,R_reRp6JTCJnU6AG5,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/56b00361c8000000,0,0,11.583,0,Female,,35-44,White/ Caucasian,,Master's or higher degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",138.882,138.882,144.389,1,20.581,108.842,108.868,4,1.807,89.564,89.586,2,0,0,17.334,0,1.996,57.874,57.89,2,5.599,9.335,10.631,2,4,4,1.393,22.338,22.367,2,1.703,4.685,5.785,2,3,4,1.655,61.453,61.481,3,2.069,4.635,5.716,2,3,4,2.057,29.786,29.806,4,2.133,4.414,5.371,2,4,4,9.685,23.987,24.017,4,1.885,3.999,4.899,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","4
 ","3
Neutral","2
 ",Emotional high from answering puzzles correctly,good and excellent,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*10/(8-7),q~11*13/(6-5),q~7*4/(2-1),q~7*7/(3-2),q~8*5/(3-2),8188,A142TJYNNPEA23,p~2*10/(10-9)~10/10*9*2,p~3*6/(8-7),2
2021-07-26 07:18:59,2021-07-26 07:23:57,IP Address,97.102.19.80,100,298,True,2021-07-26 07:23:58,R_1Eb0fV5OoGOl7AL,,,,,28.91070556640625,-81.19570159912109375,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/2bb3684870000000,0,0,9.591,0,Male,,25-34,African - American,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",4.265,8.345,13.901,2,6.028,18.831,18.854,3,0.857,19.221,19.265,3,0,0,2.146,0,1.176,14.536,14.571,2,2.45,4.929,5.917,4,4,5,1.375,15.897,15.933,2,8.249,13.724,14.4,3,4,4,1.474,20.459,20.521,2,33.33,36.074,43.668,4,3,4,8.808,13.859,13.892,4,1.217,3.456,3.878,4,3,4,0.811,5.214,5.263,2,0.849,3.176,3.5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,it was good,0,0,0,0,0,0,-0.50,0,0.50,0,q~6,q~113,q~1,q~2,q~1,9018,A39QNIOPMQBVSE,p~31~10/10*9*2,p~24~3*6*(8-7),2
2021-07-26 07:07:06,2021-07-26 07:24:00,IP Address,49.205.86.60,100,1013,True,2021-07-26 07:24:00,R_1MXr8QeuNYSlBU2,,,,,12.89959716796875,80.22088623046875,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/f6c9682d48000000,0,0,3.187,0,Female,,25-34,Asian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",2.286,2.286,13.164,1,1.508,52.604,52.645,4,1.293,33.79,33.845,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.176,0,1.231,21.824,21.868,2,78.187,81.281,83.377,3,3,4,1.195,1.195,120.066,1,5.349,13.698,16.783,3,3,4,0.857,49.45,49.401,6,1.664,3.243,4.577,2,3,4,1.124,118.172,120.097,13,1.639,4.628,6.627,3,4,4,1.443,16.57,121.683,3,38.138,44.224,45.048,6,4,4,No,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,Really Interesting and slightly a bit difficult for me to do. Happy about participating.,0,0,10,0,0,10,0.70,0,0,0,q~10+8/7-6,q,q~(7*2+4)*1,q,q,3855,A3C2PSZEKN8OWD,p~9*2+(10-10),p~3*6/(8-7),1
2021-07-26 07:13:56,2021-07-26 07:24:04,IP Address,163.123.221.20,100,608,True,2021-07-26 07:24:04,R_z8X47N65szulXxL,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/83b7484870000000,0,0,118.36,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",137.674,137.718,181.419,2,6.605,18.46,18.507,7,1.193,16.901,16.948,7,0,0,25.912,0,8.444,10.65,10.681,2,2,5.301,8.235,5,3,4,19.783,21.429,21.453,2,1.643,19.089,20.618,29,4,4,1.236,3.649,3.673,3,8.079,11.839,14.444,5,2,3,11.413,14.439,14.467,3,2.515,4.072,4.981,2,2,4,5.961,8.776,8.7,2,2.711,5.182,6.522,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","2
 ",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,It is nice to solve,0,0,0,0,0,0,-0.50,0,0.50,0,q~434,q~4565,q~4455,q~386,q~355,5722,AULTDB335KNIG,p~4444~10/10*9*2,p~444~3*6*(8-7),2
2021-07-26 07:10:34,2021-07-26 07:24:42,IP Address,161.77.80.49,100,848,True,2021-07-26 07:24:43,R_2B9BHvL5RrSts4A,,,,,42.098602294921875,-72.59310150146484375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/7c9c0361c8000000,0,0,2.562,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",83.944,93.192,96.566,2,4.663,105.786,105.799,9,1.173,64.256,64.266,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,58.436,0,1.664,24.913,24.926,2,4.663,8.335,9.829,2,2,5,1.377,1.377,120.008,1,3.693,5.645,9.586,2,4,3,1.458,54.509,120.107,9,2.373,4.316,5.896,2,5,3,1.024,58.25,58.261,5,2.176,4.08,4.891,2,4,3,1.046,22.649,22.661,4,3.138,5.495,7.166,3,4,3,No,"4
 ","4
 ","3
Neutral","4
 ",Knowing that my earnings depend on how many correct responses I submit,"i though this task is easy while doing have confusion on calculation ",10,0,0,10,0,20,0.90,0,0,0,q~(7-6)*(10+8),q,q,q~(7*2)+(7-3),q~(8+8)+(5+3),3547,A1J7V18KP1CI1P,p~(10-10)+(9*2),p~(8-7)*(6*3),1
2021-07-26 07:10:35,2021-07-26 07:25:07,IP Address,184.103.99.46,100,871,True,2021-07-26 07:25:07,R_3qWPcVjK3AM09aN,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,0.699999988079071044921875,projects/513998946275/assessments/d18bfd61c8000000,0,0,63.024,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",110.899,110.899,127.07,1,24.153,101.376,101.394,3,14.887,48.472,48.484,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44.507,0,12.858,31.236,31.255,3,8.589,28.703,30.083,4,5,4,13.937,44.916,44.933,2,6.175,11.194,12.365,2,5,4,8.361,35.077,35.094,2,3.374,6.501,7.764,2,5,4,2.78,17.558,17.571,4,5.649,9.367,10.793,2,5,5,2.082,30.762,30.779,2,4.088,7.793,8.891,2,5,4,Yes,"4
 ","4
 ",4,"4
 ",Frustration from answering puzzles incorrectly,good task,0,0,0,0,0,0,0.50,0,0,0,q~6*8*10-7,q~6/5*11*13,q~7-2*1*4,q~7/7*3*2,q~8*5*(2-3),8619,AKG5T6VVOBTWH,p~18/(0)~10/10*9*2,p~6*8/3-7~3*6*(8-7),1
2021-07-26 07:17:56,2021-07-26 07:25:33,IP Address,68.188.175.10,100,457,True,2021-07-26 07:25:34,R_umPlZJ6jQD3a6wp,,,,,41.9281005859375,-83.44499969482421875,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/ade2e361c8000000,39.596,46.731,50.069,2,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"4
 ",18.797,18.797,28.075,1,5.148,36.211,36.446,4,2.631,32.577,32.524,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.149,0,23.53,26.781,26.853,2,5.358,13.072,14.414,3,4,3,14.133,19.564,19.689,2,3.192,6.429,7.613,2,4,2,6.174,26.949,26.996,8,3.161,5.997,7.354,2,3,4,5.716,16.692,16.618,3,5.187,8.801,10.657,2,3,3,4.177,8.572,8.616,2,3.115,5.897,7.029,2,3,2,Yes,"4
 ","3
Neutral",4,"3
Neutral",Frustration from answering puzzles incorrectly,18,0,0,0,0,0,0,0.50,0,0,0,q~41,q~34,q~14,q~19,q~18,2158,A332HK6QEHZZ6T,p~31~10/10*9*2,p~24~3*6*(8-7),1
